id,name,age,marriage_status,gender,weight,height,hours_of_exercise,avg_daily_calories,diet_type,if_smokes,if_drinks,if_drugs,city,city_temperature,diseases_or_conditions,income,education_level
16508369c3e64bba8d26c87094ad6a36,Andrea Kelley,45,divorced,male,85,211,15,2872,carb_rich,no,yes,no,Delhi,10,diabetes,664065,university
0ba8a9d8cdeb44929006066d98f2645a,Dennis Jones,26,single,male,92,123,17,3447,protein_based,no,yes,yes,Shanghai,89,diabetes,636069,college
7f30906878174b0f817c8b41b6d25ac8,Gerald Douglas,28,widowed,male,55,137,2,365,vegetarian,yes,yes,no,Tokyo,72,other,615771,other
d41b305b6ab8440fa12daee13f632372,Jesus Mendoza,29,single,female,72,149,5,398,protein_based,yes,no,yes,Paris,34,heart_disease,788793,college
08300e149d7d4405be21305cfab1e4ec,Sean Henry,43,widowed,female,62,154,0,1558,carb_rich,no,no,no,Dubai,25,other,708789,high_school
f4e2b13015234b5db62d7486b0323b02,Colleen Michael,15,married,male,81,164,8,2048,vegetarian,yes,yes,yes,Paris,62,none,185490,high_school
b794979ddad54f81b77b7b7268d806f0,Stephen Turner,58,single,male,93,183,0,2666,protein_based,no,no,yes,Dubai,25,none,98570,college
f51ce5a6b46946a694450349bd19d532,James Galloway,31,single,male,61,208,17,279,carb_rich,yes,yes,no,New York,100,none,496573,university
16825c6a96d341fdbf3ee0a670b6b18d,Antonio Jackson,33,widowed,female,103,148,1,3600,protein_based,no,yes,yes,Shanghai,32,none,418277,university
bc754c3eb55341e1845fa60afd2d4328,Kevin Russell,27,divorced,female,57,138,4,2747,carb_rich,yes,yes,no,Dubai,22,other,955498,university
f7898ee4918443fca8e7098a472910da,Sandra Long,33,widowed,male,102,220,7,3402,vegetarian,yes,yes,yes,London,99,sugar_intolerance,604583,college
366d72180f654bc8b8275ee6a4350196,Ms. Julie Novak,25,married,male,75,123,8,1214,carb_rich,yes,no,no,Paris,48,diabetes,398831,university
9e8b6fab116c4a96b45de30b37156b01,Gary Jackson,51,divorced,male,122,154,16,660,other,yes,yes,no,Delhi,34,other,403164,other
6399057650e74b9d99c240d5ea5e09b8,Veronica Watkins,25,widowed,male,104,137,8,486,carb_rich,no,no,yes,New York,10,other,115311,other
ac9de350b35e4218b000c8d5339ca9d4,Douglas Owens,21,married, ,125,169,21,3270,carb_rich,yes,yes,yes,Tokyo,78,heart_disease,451349,college
0fe565c70c5548ad92cebcd390d971f0,Martha Johnson,15,married,male,107,170,19,2509,carb_rich,yes,yes,yes,Delhi,30,other,458396,other
d86070476320491682f942a909caa7c2,Logan Byrd,31,divorced,female,130,208,16,3513,protein_based,no,no,no,Shanghai,47,heart_disease,219308,college
e1176ad3bd454441adf8c38565cb1c08,Brian Hale,28,widowed,male,77,207,8,1035,other,yes,no,yes,Delhi,36,sugar_intolerance,139545,high_school
c5681cbe44df45a594ef8c2882b196f4,Mark Jacobson,55,divorced,female,54,135,4,2403,other,no,no,yes,Delhi,50,diabetes,236436,university
52e004dac7034e44ade425939cb6c631,Kirsten Simpson,15,married,female,89,165,9,3020,other,yes,yes,yes,Dubai,29,none,34566,high_school
f302b8896cde41abba43cf7aa2e4dccd,Jordan Lewis,33,divorced,female,117,147,15,3531,protein_based,no,no,no,Tokyo,14,diabetes,353663,college
bd1b30afd9bf4b47b0a373721031cd2d,Gregory Johnson,24,widowed,male,55,131,7,71,vegetarian,no,no,yes,London,13,heart_disease,907423,high_school
a4ef880d60f744b78288d1e1a3ef3f56,Misty Gonzales,40,married,female,93,193,15,105,carb_rich,yes,yes,yes,Tokyo,40,other,609209,other
67bc4a542fcb44caa33c6d2065cf74c4,Veronica Brennan,43,single,female,106,217,14,452,carb_rich,no,yes,yes,London,82,diabetes,442781,college
1560721b4be34bf3b9b9b370392510d6,Bonnie Walters,46,single,male,45,155,4,2723,vegetarian,yes,no,no,Dubai,13,heart_disease,661247,college
ef9c2d320933453c968f7d8f618a565d,Christopher Shah,55,married,female,63,178,18,287,carb_rich,no,yes,no,London,98,heart_disease,733798,university
b22f1967ad144b66abfa4cdf96e25e05,Kenneth Martin,38,married,female,67,185,11,15,other,no,yes,yes,London,58,other,793229,other
fde3818544634b24b29e5c6352ec878c,Richard Clarke,23,divorced,female,49,143,11,182,carb_rich,no,no,no,Delhi,69,other,961466,college
bf229088bc2641b9bd3c8dc8fe77d76f,Becky Jones,58,single,female,110,153,13,1019,other,yes,no,yes,New York,40,sugar_intolerance,84227,high_school
108f352127ba4fdfb312839de0ec776c,Andrew Conner,56,divorced,male,52,195,13,1457,protein_based,yes,yes,no,Shanghai,97,heart_disease,751493,college
f3080aaf76844487ba0c409de88b23e6,Aaron Chung,58,widowed,female,84,216,20,2775,protein_based,yes,no,yes,Paris,47,diabetes,5225,college
1dae70f9a9a44f20bdace62fc590b253,Jennifer Clark,46,single,male,73,142,19,663,vegetarian,no,no,yes,Tokyo,16,heart_disease,165199,university
734a7e8dcb9344bc9c3e317491f755e9,Vicki Foster,21,widowed,female,97,142,4,1940,vegetarian,yes,no,no,Paris,83,other,901487,university
a8600a8b0ad64c3a8385d93cd7811435,Lisa Taylor,25,widowed,male,65,189,4,68,carb_rich,no,yes,yes,New York,69,diabetes,816917,college
a39c55e6ca164817a7152f8518e33110,Lauren Hunt,15,widowed,female,126,162,1,3187,protein_based,no,yes,no,Delhi,68,none,671188,other
9aa3cac4209e4559a940d8261bfcd70a,Andrea Kelly,42,divorced,female,105,172,24,897,protein_based,no,no,yes,New York,15,sugar_intolerance,352373,university
2504bcb8692b43ecbc141b943bb84b41,Shelby Ortiz,21,single,male,62,177,3,3186,carb_rich,no,yes,yes,Paris,8,heart_disease,805560,other
d9c2e38605ac4566b105dc99a775d34e,Kimberly Martin,42,widowed,female,88,215,4,978,other,yes,yes,no,Shanghai,47,sugar_intolerance,561040,college
f8df2c10fbbc44058c971f6eeafb5638,Natalie Sims,25,widowed,male,118,141,3,1270,protein_based,yes,yes,no,London,23,sugar_intolerance,173655,college
91a22c3bd91e45fcb874ba04c6e4e1cb,Jacqueline Buck,31,divorced,female,109,124,12,742,protein_based,no,no,yes,Shanghai,97,heart_disease,890472,high_school
850bc38bf93542fd8c75000cb6c2c1f5,Chad Hicks,39,married,female,48,202,5,2698,carb_rich,no,no,no,Paris,25,other,326485,college
28dc8b9437fa496bbfda463cdad62e73,Caleb Taylor,32,married,female,59,177,14,1510,vegetarian,yes,yes,no,Delhi,79,heart_disease,348740,university
d18e0ac2776242b3a9095b44ffad18dd,Rachael Mitchell,26,divorced,female,104,149,2,296,other,no,no,yes,Delhi,10,none,308595,high_school
a6159734be5745ce83d23da99549cb58,David Swanson,44,married,female,65,153,4,1393,vegetarian,no,no,no,Shanghai,93,heart_disease,106142,college
ce5875e1721840d1b7509a61678adf8e,Jill Burnett,53,married,male,101,157,12,3574,protein_based,yes,yes,no,Delhi,23,other,659235,high_school
c96892fb642640b1b274ce476ed3610b,Sandra Coleman,46,married, ,112,155,2,2096,other,yes,no,yes,Paris,82,heart_disease,937484,other
4a42155c92204f35baa75b31a57d3e3b,Mr. Mark Perry,56,single,male,103,178,10,1644,carb_rich,yes,yes,no,London,93,heart_disease,811572,college
16ab59fbe0c545e28c00a1e492e15ef7,Meredith Hansen,50,divorced,male,102,122,0,1070,vegetarian,yes,no,yes,Shanghai,15,none,841093,other
f5c3a5842cdb4f0e9a011bf36032073e,James Hunter,56,single,female,130,165,19,3750,protein_based,no,yes,yes,Paris,28,heart_disease,508271,college
fc2e346cedcf4fc889e23b68b662b48f,Kelly Wilson,27,divorced,female,93,165,21,494,vegetarian,no,yes,yes,New York,74,other,541671,university
7377e72b1e02449dacd0ba107fa102fe,Monique Roberts,38,divorced,male,116,129,20,2142,carb_rich,no,yes,no,Dubai,80,diabetes,84789,other
b800f9b0e841494199562441f954ea73,Lindsey Becker,27,single,male,76,209,1,2015,carb_rich,no,no,yes,Tokyo,69,other,403686,university
a880a106b71f493f9d05d65fad111b95,Elizabeth Campbell,46,widowed,male,120,194,18,2031,carb_rich,yes,yes,yes,Dubai,80,none,426827,high_school
530bcc4ef95d48e6bf7cee58ac1fe594,Michelle Fields,58,divorced,male,91,150,6,1640,other,no,no,no,London,100,sugar_intolerance,590469,college
4e2df8dcf9034a368cff1bdbe36507d2,Danielle Yu,43,widowed,male,127,184,4,259,other,yes,yes,no,London,0,none,989608,college
dc227f2daeaa4d6992a06e1ba8bfc0f8,Lawrence Reeves,34,married,male,53,162,19,2130,vegetarian,yes,yes,no,London,32,heart_disease,459352,other
43e0154598de43bb80b1b027271c022e,Rebecca Hunt,26,married,female,66,204,3,726,vegetarian,yes,no,no,Tokyo,84,heart_disease,510162,high_school
7f8dd645e18242eeb0dc4cda30f67aa7,Leah Garza DVM,40,single,male,105,175,19,2464,vegetarian,no,yes,no,New York,53,diabetes,966773,other
da6bff1d4d2549d0b9d036cc706410b3,Mariah Browning,32,divorced,male,98,157,15,3934,carb_rich,yes,yes,no,Delhi,57,other,435411,college
7b96a7f78de547cd8c0d9aa85f9aa9cd,Susan Taylor,34,widowed,male,130,145,7,1132,protein_based,no,yes,yes,Paris,34,other,468745,other
21ade4978c154b52a53cafdfb2e55e4d,Megan Quinn,32,single,female,53,127,13,2850,vegetarian,no,yes,no,Dubai,9,heart_disease,670405,other
60f147829bd743c2bddd6cecddaf2ddc,Lori Greene,40,single,male,49,192,10,1874,other,no,yes,no,London,13,other,41096,high_school
7df891ffa5b84a13af66fbdcc6bcca7a,Craig Smith,59,divorced,female,51,143,22,2366,protein_based,no,yes,yes,Delhi,49,sugar_intolerance,208681,university
032c974e64ec4923afa4fbd318bf5f56,Christine Bass,29,widowed,male,93,158,5,1288,protein_based,yes,yes,no,Delhi,64,diabetes,620009,university
8891bc7035b1477d9668944df69465d4,Jonathan Hoover,37,single, ,97,176,16,2179,protein_based,yes,yes,yes,London,96,heart_disease,756110,college
7c7b2e60a4ba430f858a376fa5de33cd,Melissa Knight,48,divorced,female,116,207,17,2455,carb_rich,no,no,yes,New York,42,none,961288,university
984279090a2543169439c50f594d4435,Dylan Jones,54,divorced,male,76,217,11,3418,protein_based,no,yes,no,Paris,50,diabetes,24503,other
63a6521a5cbd4958a7bb34c753663625,Tiffany Warren,15,widowed,female,52,210,10,2494,vegetarian,yes,yes,yes,Delhi,96,sugar_intolerance,116390,high_school
a9be6c9d786145faa9ce67bf607ca229,Heidi Fernandez,35,widowed,male,107,197,6,3826,carb_rich,yes,yes,no,Dubai,10,heart_disease,438390,other
0e45410309c04e0e842c4d199f6644f1,Kurt Walker,59,single,male,51,212,2,3194,vegetarian,yes,no,no,Tokyo,42,sugar_intolerance,629967,high_school
34663e377acb41d5b97120ab5faa8d5a,Bridget Preston,38,single,female,112,201,1,207,other,no,yes,no,Dubai,9,heart_disease,194229,university
9c82d98f15c945de82d4aa46f2037839,Paul Crawford,25,widowed,male,65,148,12,2218,other,yes,no,no,Dubai,45,none,32761,college
ae32f61d8aa847fe920bf5a149ca7d0d,Kimberly Young,45,married,male,106,185,18,2314,vegetarian,yes,yes,no,Tokyo,35,diabetes,693746,other
dcfc20dca9d04781aa466d492f1d1f12,Marc Vasquez,30,single,male,68,167,1,1307,other,yes,yes,no,Tokyo,87,heart_disease,159706,college
aa86479154ce4967844bad800e86b83b,Ryan White,19,divorced, ,67,219,19,1261,other,no,yes,no,Tokyo,89,none,776712,university
25f5d0ca51784f2fab0fc4bf552b2265,Ashley Porter,22,divorced,female,81,152,15,620,carb_rich,no,yes,yes,Dubai,35,heart_disease,971383,university
e7967b0bf4344627b57862c7ce1bacd4,Johnathan Hansen,55,widowed,male,84,205,12,1853,vegetarian,yes,no,no,Delhi,65,sugar_intolerance,230653,high_school
3dfc9689fad04cc3bc52286b19f8a37e,Mary Austin,21,divorced,female,56,135,21,2069,carb_rich,yes,yes,yes,Delhi,91,none,174819,college
7ef673848e1c452eaa89910d47bdc9e0,David Hartman,21,divorced,female,98,121,5,3177,other,no,no,no,Shanghai,24,heart_disease,32188,other
b50d44f9c8f04dd0b1e483b7732f1b86,Kelly Clark,55,married,female,50,145,17,3665,other,no,no,yes,Paris,30,none,994998,high_school
536d7514b28a4b118da84556e46909b2,Jennifer Long,30,married,female,112,197,15,1495,other,no,no,no,London,13,heart_disease,874872,other
6688ef00eedf43c3b575ae2ab308cd82,Alicia Conner,31,widowed,female,55,202,0,1817,carb_rich,no,yes,yes,Dubai,19,other,480424,college
c786dfd6d149473b90748a8539db9ce5,Dustin Blair,30,widowed,male,85,180,5,3372,other,no,yes,no,London,78,diabetes,924607,college
fd4b3d1aa15840d7ae36d369118a2fec,Gerald Watts,30,married,female,53,170,18,2632,vegetarian,no,yes,yes,Tokyo,75,none,90426,high_school
32b242dcd4374368bc47e62c64718d0b,Cheryl Collins,30,married,male,45,220,19,2129,protein_based,no,yes,yes,London,30,diabetes,526977,university
7a3f9e4426c340e4afac61c7f584f8ce,Ryan Humphrey,24,single,male,112,176,18,1079,other,no,no,yes,Paris,4,diabetes,831701,high_school
a6c099d1768641e8a5fd9a35decb6650,David Johnson,37,married,female,75,181,9,1786,vegetarian,no,yes,yes,New York,33,diabetes,380342,other
a3eb18477ccc4c59bbbfb8cc8d5176f5,Scott Gardner,59,divorced,female,122,146,22,3818,protein_based,no,yes,yes,Tokyo,85,heart_disease,281159,other
b2abcea03f9c4618bb90c8c0ea4fbbda,Maria Eaton,44,married,female,64,149,18,1067,vegetarian,yes,no,no,Paris,52,sugar_intolerance,245084,high_school
953ca9d385ba4780826fa9e6daa04b55,Bryan Mills,29,divorced,female,113,142,1,346,other,no,yes,no,Dubai,10,diabetes,97792,university
46ff3b1b550048729748c0a1f58687c5,Frank Perez,33,divorced,female,55,185,8,2279,vegetarian,no,no,yes,Delhi,5,none,377397,high_school
4e844360422549e3b53378eb4286d5dc,Gregory Watkins,57,single, ,52,152,10,2095,protein_based,yes,yes,yes,London,15,sugar_intolerance,483635,college
f3c1288315814a6099b4a36ac6449f29,Rachel Middleton,24,married,male,77,159,22,3894,protein_based,yes,no,no,New York,64,diabetes,790384,other
64e4d11283004e8f801f4019e07d9994,Bradley Morris,45,widowed,male,111,179,5,1846,protein_based,no,no,yes,Dubai,58,diabetes,446631,university
7789fa054f174e718c2557380b8dc720,Tiffany Watson,32,widowed,male,129,186,11,2154,protein_based,no,yes,no,Shanghai,78,sugar_intolerance,895474,university
199368f33d164089b1e09da53b7aa907,Brian Bowen,30,divorced,female,72,152,16,328,protein_based,no,no,yes,Dubai,71,diabetes,169247,college
c9c8ecd8f20c480a91a412db69a6e5a6,Krystal Welch,15,married,female,82,128,7,2962,protein_based,no,no,no,Shanghai,7,none,607950,college
016c8caaff24498187d08a7f42a5c373,Kayla Patterson,58,married, ,106,133,20,219,protein_based,no,yes,no,Tokyo,49,none,233798,college
252b42d42a804ccbb1aa4cb33e32ad20,Jennifer Acevedo,36,widowed,female,68,153,13,570,protein_based,yes,no,no,Delhi,89,other,575392,high_school
b0f5d88e0a7e4eb3af8f7f8673b3553a,Christopher Martin,40,widowed,female,107,215,16,1014,other,yes,yes,yes,London,27,other,194571,high_school
c59667415e0b4e0794b499de05c0008f,Christopher Gill,27,widowed,female,118,173,14,3444,vegetarian,no,no,yes,London,96,sugar_intolerance,642871,college
81f8468d06dd48468de4dc8850fc6d0e,Michelle Hamilton,41,single,female,112,220,20,2734,carb_rich,no,yes,yes,Paris,38,heart_disease,884091,other
63897e43030443bfb8dc6cd6a094fb35,Amanda Rodriguez,19,widowed,male,100,161,8,1718,other,yes,yes,no,Shanghai,84,heart_disease,81291,high_school
6383ddd53acf4b0685960060b69204f6,William Nunez,59,single,female,94,136,14,1565,protein_based,yes,yes,yes,Dubai,58,none,954614,college
f058c8212b16473781ccc8eded9856bb,Heather Lewis,19,single,female,95,139,21,2041,vegetarian,yes,no,yes,Delhi,7,other,590010,university
c69ed822a8094b21a45e33d3dc64a6d1,Joseph Drake,36,divorced,male,75,146,12,2100,other,no,no,no,Tokyo,80,heart_disease,688553,university
49cae1105f1b45ddbc3d36fb2cb1e733,Kenneth Hernandez,46,widowed, ,125,172,18,3508,vegetarian,yes,yes,no,Paris,88,none,761235,high_school
aa5ef8c63e88463f8defa2463ff6ad19,Megan Brown,41,divorced,female,112,209,17,777,vegetarian,yes,yes,no,London,98,other,19636,high_school
e77c345a6d714117a3f08f5d20e8ce6a,Angela Gibson MD,24,married,male,87,214,8,804,carb_rich,yes,no,no,Paris,12,other,514480,university
578b94fc3fd64d9dbcdf49edcaf08403,Elizabeth Macias,36,divorced, ,61,131,22,3487,other,no,yes,yes,Shanghai,36,none,496458,university
d5c314adf5ff4bb3993d3dc5ac1990a3,Barbara Mendoza,28,widowed,female,70,186,4,2426,other,no,yes,no,Dubai,89,heart_disease,751064,college
151713b13d7e4f52bf7cbccfbbcfc840,Justin West,51,widowed, ,120,165,8,247,other,no,yes,yes,London,68,heart_disease,243829,university
2242a250fea941a3b3184e1242b574c7,David Smith,33,married,female,64,127,13,521,protein_based,yes,yes,no,New York,84,none,346701,college
61c5bde7ef15418398f05fd0fc99f427,Hector Garcia,20,divorced,female,79,180,12,2616,vegetarian,no,yes,no,Paris,83,none,276414,other
78af5405807c4f11805c37ed18456928,Lynn Lara,32,divorced,male,48,128,1,3807,vegetarian,no,yes,yes,New York,71,diabetes,944673,high_school
0289f6014bc9470d9627bffda3db2139,Susan Eaton,16,widowed, ,86,138,17,3743,protein_based,yes,yes,yes,Delhi,66,none,293311,college
e2182b22ad7c4f12b1905e3b35dbfaf0,Steven Strong,37,married,female,67,167,0,520,protein_based,yes,yes,yes,Tokyo,24,other,495131,university
34d846fad81940768c48907d59623739,Ryan Russell,35,single,male,112,148,1,3675,other,no,no,no,London,38,other,583779,high_school
fc5664bede244c78b0acdd5180d4eed8,Amanda Johnson,24,widowed,female,88,163,7,2745,protein_based,yes,no,yes,Dubai,92,heart_disease,943373,other
6afee1c15a2f4ffbabfc9670fb545065,Christine Nash,15,single,female,101,190,7,1120,vegetarian,no,yes,yes,New York,65,none,806147,college
6545f2f0b4864ce9be82007fc2c256cc,Alyssa Taylor,21,widowed,male,116,204,2,2456,carb_rich,no,yes,no,Tokyo,44,heart_disease,870408,college
631b717ac7be4aec9937ad95f07cd75e,Regina Jackson,19,divorced,female,115,216,3,3723,other,no,no,yes,Tokyo,72,heart_disease,733345,college
450dd0bece7f4eeda4753a60aa09b383,Stephanie Nelson,27,single,male,111,183,16,1707,carb_rich,no,yes,yes,New York,77,none,244548,other
f753d9404eef4d0fbfd2e0225f9166f5,Mathew Castro,58,married,male,76,133,3,3363,other,yes,yes,no,Tokyo,4,diabetes,284570,high_school
0e5ea35707fd470595a3e642e2578ad2,Catherine Bishop,24,widowed,female,87,172,0,1375,other,no,yes,yes,Dubai,49,sugar_intolerance,454240,other
6189626e90e8496ca4fb44985fda4c5e,James Jackson,15,married,male,93,147,4,3256,vegetarian,yes,yes,no,Tokyo,58,heart_disease,333400,high_school
7ec5cde599a645cb93ac515c63a3d6d3,Nicholas Yates,17,divorced,male,61,157,20,3438,other,no,no,no,Delhi,68,heart_disease,34719,university
5ba50229102e44dfa02c0dc1e1a9ab36,Tamara Payne,19,married,female,123,127,19,906,carb_rich,no,yes,no,London,88,heart_disease,167867,other
6a1df861990540268ec72347a2e41402,Rodney Burke,41,divorced,male,101,211,10,3086,carb_rich,yes,yes,yes,New York,96,sugar_intolerance,212670,university
bf2cc69150f84d779c17a5d60402503c,James Kelly,58,married,female,64,156,8,1081,other,no,yes,no,Paris,37,sugar_intolerance,250834,high_school
637e775688c84120a295a3320106920a,Sarah Murphy,23,single,female,72,152,7,3188,protein_based,yes,no,yes,New York,67,diabetes,834852,high_school
012617d436a54967984b1b6031913ace,Karen Chapman,18,married,male,63,170,5,1570,carb_rich,no,yes,yes,Delhi,5,heart_disease,894947,other
2b521cf41696404295ee809b6a0d66d8,Eric Bailey,19,divorced,male,112,142,8,1894,other,yes,yes,yes,Delhi,72,none,735549,high_school
b179d4de57e24e3fa465df12190f3cac,Charles Mccullough,50,widowed,female,124,184,21,126,vegetarian,no,yes,yes,Paris,73,heart_disease,382436,college
e4cd31cc45d24c7496198d28782b551e,Elizabeth Clark,40,widowed,female,59,189,7,1767,other,yes,no,yes,Tokyo,40,other,548520,other
3e1e21b1a9c64e4aba44f7ed00da03a2,Natasha Gray,50,single,female,52,143,3,3167,carb_rich,no,no,yes,Dubai,28,none,765143,other
eef9e140d25749da88470f7ea2e0963b,Gregory Stewart,51,single,female,78,173,5,2452,protein_based,no,no,yes,Tokyo,33,heart_disease,666965,university
